userID	contactID	date_day	date_month	date_year	date_hour	date_minute	date_second
1751	72465	21	2	2008	1	42	17
1751	75626	9	6	2007	20	13	14
1751	82630	23	9	2007	4	25	51
1751	87192	7	3	2008	16	46	7
1751	88649	7	1	2007	23	29	7
1751	100111	13	9	2008	12	52	30
1751	101721	4	5	2008	10	59	13
1751	105986	3	7	2008	2	49	39
1774	71214	18	5	2008	16	44	38
1822	69602	18	8	2006	5	20	16
1856	11604	4	5	2006	16	18	55
1856	79706	22	2	2007	17	28	55
1887	6888	17	10	2010	13	13	16
1887	6897	16	10	2010	19	5	30
1887	61581	17	10	2010	13	15	7
1887	77671	17	10	2010	12	57	15
1887	91905	17	10	2010	13	12	26
1887	94028	17	10	2010	13	7	8
1933	11853	5	7	2006	6	59	28
1933	12690	7	9	2006	11	32	7
1933	12751	7	1	2007	18	26	25
1933	21307	14	5	2007	19	10	37
1933	23486	30	1	2008	17	30	5
1933	23992	8	8	2006	19	59	49
1933	26036	5	7	2006	17	47	42
1933	31602	13	8	2008	16	32	37
1933	45748	15	1	2009	16	2	42
1933	46052	28	1	2007	12	14	52
1933	46409	8	3	2008	23	57	51
1933	48457	4	5	2006	16	18	55
1933	52515	17	5	2006	6	9	15
1933	56067	1	3	2008	14	39	5
1933	72924	4	6	2008	12	37	50
1933	73688	4	5	2006	16	18	55
1933	75803	4	5	2006	16	18	55
1933	77302	2	6	2006	7	56	2
1933	84229	20	5	2008	21	52	21
1933	86928	9	9	2006	20	36	33
1933	95152	27	1	2007	1	17	44
1933	95606	4	11	2006	19	38	12
1933	99093	1	8	2006	6	28	29
1933	101787	27	9	2009	9	51	6
1952	22743	6	10	2006	15	44	49
1952	55773	6	5	2008	9	20	4
1952	72551	2	7	2006	11	31	28
1952	79486	2	10	2008	16	8	30
1952	90877	28	3	2008	16	13	17
1952	93902	26	3	2008	11	46	32
1952	106931	14	1	2008	21	7	15
1987	73128	4	5	2006	16	18	55
1987	80924	21	4	2007	3	21	31
1987	98013	4	5	2006	16	18	55
2022	98636	19	6	2007	11	49	37
2032	64859	11	2	2009	15	25	21
2032	65077	12	2	2009	12	58	59
2032	79959	10	2	2009	18	13	52
2032	83619	20	2	2009	12	41	13
2032	95587	16	2	2009	23	39	49
2055	22507	26	12	2007	19	12	12
2128	35921	7	7	2010	0	33	38
2151	12690	22	5	2007	21	57	20
2151	27624	22	11	2008	22	47	48
2151	31602	21	9	2010	0	35	53
2151	52515	4	5	2006	16	18	55
2151	70048	23	10	2006	11	40	8
2151	74110	12	11	2007	4	46	8
2151	81597	21	11	2007	10	39	43
2151	84229	3	12	2007	22	43	30
2232	20104	9	4	2007	17	16	22
2232	66662	9	4	2007	17	11	7
2232	70647	9	4	2007	17	17	30
2232	77066	9	4	2007	17	12	23
2232	79911	9	4	2007	17	11	41
2232	87192	9	4	2007	17	48	18
2232	98127	9	4	2007	17	27	57
2300	934	25	9	2010	14	37	21
2300	22791	23	9	2009	23	44	11
2300	24346	18	9	2009	2	27	26
2300	25515	17	11	2008	23	17	18
2300	35259	27	9	2010	19	49	38
2300	40146	17	9	2009	16	16	2
2300	43204	16	9	2009	18	7	26
2300	49408	2	10	2010	0	11	58
2300	53002	25	9	2010	17	6	27
2300	54425	24	9	2009	4	58	51
2300	57359	18	9	2010	14	26	52
2300	69062	22	11	2008	14	47	46
2300	72574	25	9	2009	18	14	52
2300	74053	23	9	2009	19	54	36
2300	75998	27	9	2010	14	30	32
2300	79828	26	9	2010	19	32	21
2300	81392	18	9	2009	3	12	13
2300	81484	11	12	2008	8	40	17
2300	83844	10	7	2008	22	59	28
2300	89391	1	11	2008	20	34	12
2300	91262	19	11	2008	14	41	57
2300	94012	17	9	2009	23	20	23
2300	104426	28	9	2010	1	51	58
2300	105759	24	9	2009	15	54	6
2315	10740	6	3	2008	22	24	50
2315	23351	26	6	2010	22	33	16
2315	35480	27	5	2008	12	25	57
2315	87760	8	9	2007	15	43	52
2330	16205	5	3	2009	2	54	59
2330	51188	13	10	2007	16	0	54
2330	85506	22	7	2008	0	23	55
2367	88649	14	5	2008	1	8	17
2367	100111	17	2	2008	21	18	17
2393	22445	14	10	2010	14	52	35
2393	38668	14	10	2010	14	22	41
2393	41759	14	10	2010	14	47	48
2393	55301	14	10	2010	14	48	41
2393	58602	14	10	2010	14	54	11
2393	91446	14	10	2010	14	57	11
2393	92318	14	10	2010	14	54	26
2393	95874	14	10	2010	14	55	55
2393	96895	14	10	2010	14	54	50
2393	99481	14	10	2010	14	24	12
2437	17807	11	1	2007	15	36	21
2437	25936	24	9	2007	14	50	12
2437	64050	20	9	2007	13	21	2
2437	73226	2	6	2008	23	10	24
2437	80036	7	4	2008	12	6	29
2437	93463	23	1	2007	8	29	33
2437	96588	12	8	2009	8	54	18
2462	54441	20	8	2010	14	17	3
2487	14030	10	8	2007	1	58	12
2487	26642	18	5	2010	12	28	7
2487	29455	4	1	2009	11	28	30
2487	43070	5	7	2007	4	50	2
2487	44451	15	7	2010	7	8	13
2487	47053	16	11	2007	5	22	57
2487	96249	5	2	2008	5	28	50
2487	103522	29	6	2007	13	2	51
2498	19320	4	5	2007	7	40	4
2549	61713	4	8	2008	20	6	12
2549	95487	28	2	2010	7	13	29
2570	1557	11	3	2008	17	53	54
2570	45897	25	11	2007	20	45	47
2570	71312	27	10	2007	9	52	1
2570	73128	6	8	2007	2	52	36
2570	86320	28	6	2006	2	50	10
2586	99512	4	5	2006	16	18	55
2611	28526	6	6	2009	21	36	2
2611	32415	22	6	2009	5	23	24
2611	32617	6	6	2009	21	32	32
2611	37243	6	6	2009	22	23	30
2611	39359	6	6	2009	21	58	0
2611	40387	20	6	2009	1	19	0
2611	42950	15	6	2009	17	52	35
2611	53194	11	6	2009	1	16	24
2611	62254	2	6	2009	4	49	35
2611	62461	19	6	2009	21	33	53
2611	67984	6	6	2009	22	10	0
2611	69459	6	6	2009	21	54	32
2611	71011	20	6	2009	1	18	13
2611	72631	20	6	2009	1	10	36
2611	75507	6	4	2009	22	59	53
2611	83039	20	6	2009	0	51	19
2611	84521	20	6	2009	1	20	9
2611	91638	20	6	2009	1	19	26
2611	102014	6	6	2009	21	57	27
2636	66662	4	1	2008	19	13	45
2636	87192	4	1	2008	19	13	36
2701	45748	14	3	2007	17	39	7
2701	74322	22	2	2007	6	55	0
2701	106931	1	7	2007	18	1	16
2716	233	17	5	2007	17	17	25
2748	71822	4	5	2008	13	23	18
2831	5266	3	7	2009	22	47	23
2831	8016	2	8	2009	7	25	14
2831	10289	17	5	2008	21	42	31
2831	12074	1	4	2009	0	54	30
2831	12417	26	11	2007	0	18	9
2831	15766	18	3	2009	11	21	38
2831	16394	4	4	2009	14	54	7
2831	19622	9	3	2008	19	50	42
2831	29415	13	12	2007	19	39	3
2831	36844	24	1	2008	14	1	29
2831	43978	27	5	2009	16	47	43
2831	66824	12	2	2009	15	15	36
2831	74225	11	1	2008	0	20	43
2831	100111	23	11	2007	16	47	29
2879	40562	1	2	2008	19	59	3
2879	103866	8	9	2007	13	46	58
2911	19320	29	10	2008	11	34	8
2911	74322	6	12	2006	5	43	30
2911	83690	10	1	2010	22	54	20
2911	93902	4	5	2006	16	18	55
2934	11274	9	10	2008	10	16	41
2934	28153	4	3	2008	22	30	12
2934	47150	20	6	2008	20	16	43
2934	98444	27	2	2008	3	15	13
2934	102977	29	4	2008	15	18	8
2934	107361	7	4	2008	0	16	17
2952	85364	9	6	2009	10	34	26
2961	9985	4	1	2010	16	6	54
2989	39674	22	1	2007	16	24	38
3032	103371	11	2	2008	17	26	4
3083	22919	2	2	2007	15	33	40
3122	26579	7	5	2007	11	36	53
3122	26876	7	5	2007	14	51	9
3122	76885	6	5	2007	17	40	13
3203	32	29	7	2010	8	27	56
3203	8095	19	7	2010	22	11	3
3203	8291	13	8	2010	6	35	36
3203	9411	26	7	2010	6	3	18
3203	83734	21	7	2010	10	43	27
3220	84469	26	9	2008	13	54	27
3233	44278	5	12	2006	18	13	59
3233	50387	6	10	2006	15	32	1
3233	60725	19	1	2007	19	5	19
3257	15464	13	8	2008	13	25	34
3257	32180	25	9	2007	13	39	23
3257	42725	4	7	2007	12	58	33
3257	46798	29	9	2009	8	41	59
3257	75265	24	9	2007	15	14	18
3257	93000	11	9	2007	11	27	34
3257	95066	27	6	2007	8	20	4
3279	60465	23	1	2008	9	37	29
3279	97770	4	5	2006	16	18	55
3337	27181	5	4	2009	13	46	40
3337	29658	6	11	2008	10	8	30
3337	30040	14	8	2008	23	43	28
3337	55034	26	11	2008	16	30	57
3337	60840	16	5	2008	23	58	43
3337	72646	7	7	2008	11	19	37
3337	85506	31	1	2008	8	25	21
3337	104830	8	5	2008	21	44	14
3396	88649	14	8	2007	2	10	2
3396	106147	29	10	2006	20	23	19
3421	61876	27	10	2006	12	40	1
3454	39415	26	5	2006	21	6	4
3454	50603	31	5	2007	5	32	9
3454	55147	19	5	2006	18	53	18
3454	55843	29	6	2009	8	5	5
3454	72099	4	5	2006	16	18	55
3454	82770	6	9	2006	7	50	53
3454	85813	15	11	2006	10	43	1
3454	89712	8	12	2006	18	7	6
3454	93070	15	1	2008	20	33	33
3513	86672	8	10	2008	15	16	40
3539	7105	29	8	2006	21	31	55
3539	26333	25	10	2006	13	31	9
3539	37475	11	10	2006	13	14	5
3539	50628	12	7	2006	13	45	21
3539	58771	25	10	2007	16	2	15
3539	107072	15	12	2006	19	50	12
3568	14666	20	12	2006	19	13	45
3568	28564	16	12	2006	18	13	35
3568	54772	17	12	2006	16	54	22
3568	69797	31	1	2007	23	54	5
3568	101819	16	12	2006	18	13	15
3646	1455	24	1	2010	10	13	58
3646	9307	2	7	2009	14	59	11
3646	9985	4	1	2010	16	7	12
3646	14631	15	1	2008	8	0	44
3646	18349	6	7	2010	22	43	2
3646	27181	2	3	2008	16	0	2
3646	32033	20	7	2008	16	33	3
3646	39319	31	1	2009	21	14	11
3646	45299	6	9	2007	5	57	26
3646	68288	14	8	2008	7	46	2
3646	70991	5	3	2007	7	59	22
3646	90433	3	7	2007	20	2	20
3646	94632	16	3	2010	12	12	30
3646	98206	27	5	2010	12	49	5
3728	39077	3	2	2009	9	1	1
3728	47238	3	2	2009	13	22	40
3728	49300	23	6	2008	8	56	6
3728	54255	22	4	2008	13	5	50
3728	72405	3	2	2009	13	19	30
3728	88716	3	2	2009	17	35	6
3728	106507	3	2	2009	13	2	13
3743	19560	4	5	2006	16	18	55
3743	99132	17	6	2006	11	28	44
3743	106378	4	5	2006	16	18	55
3789	31809	19	10	2007	23	5	17
3789	44046	25	6	2007	19	43	16
3789	49978	19	11	2006	2	34	44
3789	50917	7	4	2008	17	22	12
3789	60756	10	9	2008	23	17	15
3789	67744	28	1	2008	23	15	37
3789	73870	1	11	2006	21	51	20
3817	8336	5	3	2008	5	0	42
3836	20181	4	5	2006	16	18	55
3836	45748	2	3	2008	16	2	44
3914	63394	21	9	2006	22	41	55
3914	96991	21	6	2006	21	10	0
3943	17884	2	9	2008	14	6	18
3943	32375	26	8	2008	9	15	30
3943	50556	4	8	2008	14	0	0
3943	62278	6	10	2008	16	11	54
3943	80443	20	8	2008	8	15	4
3943	89921	7	10	2008	16	36	39
3957	6195	10	1	2007	17	14	39
3957	80559	10	1	2007	16	20	30
4031	9145	29	5	2008	13	40	41
4031	10313	12	6	2010	12	51	15
4031	20949	8	11	2007	23	29	40
4031	28539	27	6	2009	16	13	1
4031	29455	13	5	2007	9	0	44
4031	29555	26	4	2008	9	43	29
4031	29921	15	7	2007	1	21	39
4031	45129	29	7	2007	15	35	41
4031	46674	8	2	2010	17	2	56
4031	47053	16	11	2007	6	3	2
4031	47951	16	5	2006	13	45	57
4031	52177	9	2	2009	16	46	24
4031	60735	2	6	2008	9	48	28
4031	61034	17	10	2007	5	0	55
4031	65215	1	9	2006	18	56	52
4031	71775	8	4	2009	6	51	20
4031	94089	14	1	2008	11	13	27
4089	16394	20	5	2007	23	2	14
4089	47658	13	8	2007	6	44	56
4089	56885	21	4	2007	11	28	50
4089	73128	17	4	2007	6	39	14
4089	93708	16	3	2007	2	29	25
4089	93867	18	4	2007	5	0	17
4109	36667	23	8	2007	9	43	45
4109	60395	12	12	2006	6	13	40
4135	17684	2	10	2010	22	44	37
4135	27466	5	10	2010	3	4	24
4135	32715	30	9	2010	21	53	18
4135	58923	5	10	2010	21	10	46
4135	71907	3	10	2010	23	37	25
4135	72255	3	10	2010	5	12	50
4135	107521	2	10	2010	16	16	13
4154	5424	6	10	2006	20	56	45
4154	32282	28	12	2006	6	11	7
4154	50698	4	7	2008	20	19	46
4154	68174	1	7	2008	19	52	19
4154	75015	23	1	2007	18	32	19
4154	92968	30	6	2008	23	10	52
4188	69836	10	8	2010	15	18	0
4237	19688	26	8	2010	21	34	7
4237	24227	26	8	2010	18	51	22
4237	32910	26	8	2010	19	2	37
4237	35030	26	8	2010	18	58	40
4237	104743	26	8	2010	20	21	27
4324	12804	24	8	2008	16	18	39
4324	15991	5	2	2007	0	25	59
4324	60395	12	3	2007	0	46	26
4324	73688	30	1	2008	6	28	40
4324	98048	6	1	2008	3	54	27
4363	37786	16	9	2006	22	25	13
4363	46409	10	10	2007	4	46	33
4488	67744	24	11	2008	23	56	58
4488	73870	11	5	2007	21	13	12
4488	88800	5	1	2007	8	36	57
4488	91516	6	10	2007	16	16	31
4549	38719	21	9	2008	12	9	52
4549	47150	15	1	2008	9	36	8
4681	11144	27	6	2006	4	46	46
4681	80474	4	5	2006	16	18	55
4681	98331	10	5	2007	18	10	10
4681	104064	22	6	2007	20	31	39
4717	15728	14	2	2007	22	3	30
4717	29427	16	2	2007	23	14	6
4742	40683	1	6	2008	11	52	5
4742	68476	14	8	2006	21	5	3
4742	97403	2	11	2007	9	38	19
4762	34807	9	4	2008	16	54	33
4762	87302	17	2	2008	10	49	1
4762	92465	23	11	2007	3	1	14
4762	97661	3	4	2007	1	4	0
4795	13994	19	2	2008	18	59	1
4828	11829	20	11	2006	19	1	37
4828	43164	19	9	2006	5	30	16
4911	5108	13	3	2009	1	19	43
4911	12205	29	8	2006	22	19	12
4911	26200	1	6	2007	1	50	19
4911	28459	13	1	2009	0	28	7
4911	36332	8	1	2007	7	30	31
4911	38579	18	7	2006	20	56	14
4911	39375	15	2	2007	18	30	15
4911	39593	27	12	2006	23	15	13
4911	40878	28	7	2006	19	20	17
4911	48054	24	11	2006	16	0	47
4911	50732	24	8	2006	2	35	17
4911	51757	1	11	2006	19	32	45
4911	53118	24	10	2006	2	8	40
4911	54691	2	2	2008	16	47	39
4911	58758	19	8	2006	15	28	28
4911	59005	1	9	2006	0	28	0
4911	61572	27	8	2008	18	19	36
4911	64395	27	10	2006	3	40	27
4911	70991	5	12	2007	19	17	46
4911	74391	23	6	2007	16	24	59
4911	78549	15	6	2007	4	5	49
4911	80282	16	12	2008	17	23	9
4911	83903	3	6	2008	20	20	27
4911	85410	4	4	2007	3	2	57
4911	87897	25	7	2006	2	26	10
4911	88153	16	10	2006	14	22	17
4911	93114	18	10	2007	2	43	8
4911	105373	17	11	2006	15	38	33
4977	32518	23	10	2007	11	24	36
5024	7865	26	3	2010	6	37	34
5024	9145	13	2	2009	4	1	0
5024	9152	3	8	2009	11	51	4
5024	15624	17	9	2009	4	18	23
5024	20949	25	4	2009	23	18	59
5024	29455	10	10	2010	2	43	6
5024	29555	26	10	2008	23	54	11
5024	44451	3	7	2010	4	48	40
5024	47053	23	1	2009	0	3	11
5024	47951	26	9	2008	21	10	55
5024	49159	21	6	2009	1	5	56
5024	65215	21	6	2008	12	21	44
5024	71775	25	9	2009	5	12	13
5024	79357	11	7	2009	5	50	27
5024	105714	24	10	2010	14	58	15
5046	21343	1	10	2009	14	5	51
5046	25835	9	9	2008	23	8	37
5046	28843	9	10	2008	17	21	39
5046	40324	4	9	2008	17	59	34
5046	44010	9	10	2008	17	12	16
5046	45232	1	10	2009	14	3	38
5046	53410	1	10	2009	14	6	29
5046	54847	9	10	2008	17	27	3
5046	62997	1	10	2009	14	6	39
5046	65446	1	10	2009	14	14	42
5046	74379	9	9	2008	21	2	56
5046	83181	1	10	2009	14	6	48
5046	87693	9	10	2008	17	17	41
5046	90925	17	9	2009	17	31	18
5046	92341	1	10	2009	14	11	9
5046	96313	4	9	2008	20	47	15
5046	102379	1	10	2009	14	4	54
5075	52177	22	9	2009	5	44	59
5075	79684	30	7	2007	18	2	50
5075	100884	13	10	2009	23	39	17
5108	4911	13	8	2009	1	33	19
5108	28049	7	6	2009	3	51	15
5108	54307	22	12	2008	3	46	22
5108	54691	8	4	2009	18	37	57
5108	68086	5	10	2008	19	54	47
5108	70991	2	2	2009	6	52	46
5108	86388	11	12	2009	19	50	57
5108	108035	15	6	2008	17	55	5
5186	44278	4	5	2006	16	18	55
5186	50387	6	10	2006	15	32	7
5186	61876	4	5	2006	16	18	55
5186	66034	25	8	2006	21	8	21
5251	17633	11	6	2008	18	14	40
5251	34001	4	5	2006	16	18	55
5251	92631	4	5	2006	16	18	55
5266	2831	10	8	2009	19	15	7
