userID	contactID	timestamp
1016	66073	1202408816000
1016	83675	1209747176000
1016	87923	1152819040000
1016	92302	1185635111000
1033	71493	1241550894000
1049	10192	1172170452000
1049	92465	1190643695000
1094	102129	1247679976000
1103	33703	1146752335000
1103	52867	1146752335000
1103	66759	1196253544000
1103	87652	1207066881000
1113	5424	1173565486000
1113	75182	1162987719000
1113	96703	1162554396000
1149	12708	1162193861000
1149	50255	1173336472000
1263	788	1267147883000
1263	9145	1282724580000
1263	12299	1247499268000
1263	19812	1230974873000
1263	21779	1282419697000
1263	23849	1238492974000
1263	32598	1257357088000
1263	40523	1212682426000
1263	41461	1282683238000
1263	42525	1266123778000
1263	44166	1229300512000
1263	44871	1259584239000
1263	45276	1229302305000
1263	47252	1272926665000
1263	49031	1255911673000
1263	49268	1228901486000
1263	51379	1225228377000
1263	52177	1228132069000
1263	53624	1225475225000
1263	58464	1275836525000
1263	59979	1230988506000
1263	60597	1251877300000
1263	61937	1213023291000
1263	62346	1228869377000
1263	75445	1234412011000
1263	80743	1214550396000
1263	81173	1230943824000
1263	82073	1232913150000
1263	84229	1211485231000
1263	86268	1227563986000
1263	92419	1218566531000
1263	94282	1249199315000
1263	100668	1204400641000
1263	100884	1229294357000
1263	101063	1223566178000
1263	101198	1226940495000
1263	101946	1229440996000
1263	102185	1277141442000
1296	22563	1180239972000
1320	65423	1170428545000
1320	75324	1210854677000
1328	9766	1240030763000
1328	12417	1179446947000
1328	98097	1237098301000
1352	102362	1150358661000
1423	788	1231790866000
1423	19812	1221443763000
1423	23849	1205512232000
1423	28115	1242743455000
1423	30669	1215532572000
1423	30712	1190669537000
1423	31272	1250552363000
1423	31994	1215899567000
1423	35010	1214540583000
1423	37851	1234398730000
1423	41461	1239173133000
1423	41911	1216395494000
1423	44166	1203647017000
1423	44712	1221439175000
1423	49031	1170818635000
1423	49329	1249257059000
1423	49394	1242007924000
1423	51985	1221144087000
1423	52177	1177635156000
1423	53624	1203575160000
1423	59979	1213127267000
1423	60597	1255104681000
1423	61823	1204410175000
1423	63285	1250052352000
1423	64555	1255123454000
1423	64649	1189339004000
1423	66713	1250252986000
1423	68174	1214882111000
1423	70831	1227125305000
1423	76566	1227516852000
1423	78108	1206986273000
1423	78257	1254067328000
1423	80743	1204777696000
1423	81173	1217274793000
1423	82073	1232862298000
1423	89990	1201228216000
1423	92968	1205458965000
1423	96951	1215947084000
1423	101946	1179158412000
1423	102248	1217875178000
1423	104274	1226928683000
1423	107636	1219703848000
1455	3646	1277309473000
1455	9307	1267361318000
1455	17430	1281181605000
1476	75490	1177027790000
1476	104398	1186944344000
1505	19634	1182952975000
1505	54473	1182953098000
1505	62398	1182953198000
1505	104768	1182952967000
1557	2570	1209988318000
1557	12804	1208342077000
1557	28153	1206317645000
1557	34807	1207752799000
1557	38984	1217343487000
1557	41379	1205552976000
1557	51543	1214157738000
1557	53806	1208514811000
1557	68017	1211471934000
1557	84365	1211828212000
1557	87302	1201796792000
1557	88649	1204395823000
1557	89391	1206650284000
1557	107005	1213723898000
1557	107361	1201736645000
1701	41379	1164076406000
1701	87652	1146752335000
1701	97386	1230089380000
1701	105661	1203201613000
1751	18588	1182600652000
1751	35374	1195076855000
1751	42074	1204079023000
1751	45573	1163251626000
1751	72465	1203554537000
1751	75626	1181412794000
1751	82630	1190514351000
1751	87192	1204904767000
1751	88649	1168208947000
1751	100111	1221303150000
1751	101721	1209891553000
1751	105986	1215046179000
1774	71214	1211121878000
1822	69602	1155871216000
1856	11604	1146752335000
1856	79706	1172161735000
1887	6888	1287313996000
1887	6897	1287248730000
1887	61581	1287314107000
1887	77671	1287313035000
1887	91905	1287313946000
1887	94028	1287313628000
1933	11853	1152075568000
1933	12690	1157621527000
1933	12751	1168190785000
1933	21307	1179162637000
1933	23486	1201710605000
1933	23992	1155059989000
1933	26036	1152114462000
1933	31602	1218637957000
1933	45748	1232031762000
1933	46052	1169982892000
1933	46409	1205017071000
1933	48457	1146752335000
1933	52515	1147838955000
1933	56067	1204378745000
1933	72924	1212575870000
1933	73688	1146752335000
1933	75803	1146752335000
1933	77302	1149227762000
1933	84229	1211313141000
1933	86928	1157826993000
1933	95152	1169857064000
1933	95606	1162665492000
1933	99093	1154406509000
1933	101787	1254037866000
1952	22743	1160142289000
1952	55773	1210058404000
1952	72551	1151832688000
1952	79486	1222956510000
1952	90877	1206717197000
1952	93902	1206528392000
1952	106931	1200341235000
1987	73128	1146752335000
1987	80924	1177118491000
1987	98013	1146752335000
2022	98636	1182246577000
2032	64859	1234362321000
2032	65077	1234439939000
2032	79959	1234286032000
2032	83619	1235130073000
2032	95587	1234823989000
2055	22507	1198692732000
2128	35921	1278455618000
2151	12690	1179863840000
2151	27624	1227390468000
2151	31602	1285022153000
2151	52515	1146752335000
2151	70048	1161596408000
2151	74110	1194839168000
2151	81597	1195637983000
2151	84229	1196718210000
2232	20104	1176131782000
2232	66662	1176131467000
2232	70647	1176131850000
2232	77066	1176131543000
2232	79911	1176131501000
2232	87192	1176133698000
2232	98127	1176132477000
2300	934	1285418241000
2300	22791	1253742251000
2300	24346	1253233646000
2300	25515	1226960238000
2300	35259	1285609778000
2300	40146	1253196962000
2300	43204	1253117246000
2300	49408	1285971118000
2300	53002	1285427187000
2300	54425	1253761131000
2300	57359	1284812812000
2300	69062	1227361666000
2300	72574	1253895292000
2300	74053	1253728476000
2300	75998	1285590632000
2300	79828	1285522341000
2300	81392	1253236333000
2300	81484	1228981217000
2300	83844	1215723568000
2300	89391	1225568052000
2300	91262	1227102117000
2300	94012	1253222423000
2300	104426	1285631518000
2300	105759	1253800446000
2315	10740	1204838690000
2315	23351	1277584396000
2315	35480	1211883957000
2315	87760	1189259032000
2330	16205	1236218099000
2330	51188	1192284054000
2330	85506	1216679035000
2367	88649	1210720097000
2367	100111	1203279497000
2393	22445	1287060755000
2393	38668	1287058961000
2393	41759	1287060468000
2393	55301	1287060521000
2393	58602	1287060851000
2393	91446	1287061031000
2393	92318	1287060866000
2393	95874	1287060955000
2393	96895	1287060890000
2393	99481	1287059052000
2437	17807	1168526181000
2437	25936	1190638212000
2437	64050	1190287262000
2437	73226	1212441024000
2437	80036	1207562789000
2437	93463	1169537373000
2437	96588	1250060058000
2462	54441	1282306623000
2487	14030	1186703892000
2487	26642	1274178487000
2487	29455	1231064910000
2487	43070	1183603802000
2487	44451	1279170493000
2487	47053	1195186977000
2487	96249	1202185730000
2487	103522	1183114971000
2498	19320	1178257204000
2549	61713	1217873172000
2549	95487	1267337609000
2570	1557	1205254434000
2570	45897	1196019947000
2570	71312	1193471521000
2570	73128	1186361556000
2570	86320	1151455810000
2586	99512	1146752335000
2611	28526	1244316962000
2611	32415	1245641004000
2611	32617	1244316752000
2611	37243	1244319810000
2611	39359	1244318280000
2611	40387	1245453540000
2611	42950	1245081155000
2611	53194	1244675784000
2611	62254	1243910975000
2611	62461	1245440033000
2611	67984	1244319000000
2611	69459	1244318072000
2611	71011	1245453493000
2611	72631	1245453036000
2611	75507	1239051593000
2611	83039	1245451879000
2611	84521	1245453609000
2611	91638	1245453566000
2611	102014	1244318247000
2636	66662	1199470425000
2636	87192	1199470416000
2701	45748	1173890347000
2701	74322	1172123700000
2701	106931	1183305676000
2716	233	1179415045000
2748	71822	1209900198000
2831	5266	1246654043000
2831	8016	1249190714000
2831	10289	1211053351000
2831	12074	1238540070000
2831	12417	1196032689000
2831	15766	1237371698000
2831	16394	1238849647000
2831	19622	1205088642000
2831	29415	1197571143000
2831	36844	1201179689000
2831	43978	1243435663000
2831	66824	1234448136000
2831	74225	1200007243000
2831	100111	1195832849000
2879	40562	1201892343000
2879	103866	1189252018000
2911	19320	1225276448000
2911	74322	1165380210000
2911	83690	1263160460000
2911	93902	1146752335000
2934	11274	1223540201000
2934	28153	1204666212000
2934	47150	1213985803000
2934	98444	1204078513000
2934	102977	1209475088000
2934	107361	1207520177000
2952	85364	1244536466000
2961	9985	1262617614000
2989	39674	1169479478000
3032	103371	1202747164000
3083	22919	1170426820000
3122	26579	1178530613000
3122	26876	1178542269000
3122	76885	1178466013000
3203	32	1280384876000
3203	8095	1279570263000
3203	8291	1281674136000
3203	9411	1280116998000
3203	83734	1279701807000
3220	84469	1222430067000
3233	44278	1165338839000
3233	50387	1160141521000
3233	60725	1169229919000
3257	15464	1218626734000
3257	32180	1190720363000
3257	42725	1183546713000
3257	46798	1254206519000
3257	75265	1190639658000
3257	93000	1189502854000
3257	95066	1182925204000
3279	60465	1201077449000
3279	97770	1146752335000
3337	27181	1238932000000
3337	29658	1225962510000
3337	30040	1218750208000
3337	55034	1227713457000
3337	60840	1210975123000
3337	72646	1215422377000
3337	85506	1201764321000
3337	104830	1210275854000
3396	88649	1187050202000
3396	106147	1162149799000
3421	61876	1161945601000
3454	39415	1148670364000
3454	50603	1180582329000
3454	55147	1148057598000
3454	55843	1246255505000
3454	72099	1146752335000
3454	82770	1157521853000
3454	85813	1163583781000
3454	89712	1165597626000
3454	93070	1200425613000
3513	86672	1223471800000
3539	7105	1156879915000
3539	26333	1161775869000
3539	37475	1160565245000
3539	50628	1152704721000
3539	58771	1193320935000
3539	107072	1166208612000
3568	14666	1166638425000
3568	28564	1166289215000
3568	54772	1166370862000
3568	69797	1170284045000
3568	101819	1166289195000
3646	1455	1264324438000
3646	9307	1246539551000
3646	9985	1262617632000
3646	14631	1200380444000
3646	18349	1278448982000
3646	27181	1204470002000
3646	32033	1216564383000
3646	39319	1233432851000
3646	45299	1189051046000
3646	68288	1218692762000
3646	70991	1173077962000
3646	90433	1183485740000
3646	94632	1268737950000
3646	98206	1274957345000
3728	39077	1233648061000
3728	47238	1233663760000
3728	49300	1214204166000
3728	54255	1208862350000
3728	72405	1233663570000
3728	88716	1233678906000
3728	106507	1233662533000
3743	19560	1146752335000
3743	99132	1150536524000
3743	106378	1146752335000
3789	31809	1192827917000
3789	44046	1182793396000
3789	49978	1163900084000
3789	50917	1207581732000
3789	60756	1221081435000
3789	67744	1201558537000
3789	73870	1162414280000
3817	8336	1204689642000
3836	20181	1146752335000
3836	45748	1204470164000
3914	63394	1158871315000
3914	96991	1150917000000
3943	17884	1220357178000
3943	32375	1219734930000
3943	50556	1217851200000
3943	62278	1223302314000
3943	80443	1219212904000
3943	89921	1223390199000
3957	6195	1168445679000
3957	80559	1168442430000
4031	9145	1212061241000
4031	10313	1276339875000
4031	20949	1194560980000
4031	28539	1246111981000
4031	29455	1179039644000
4031	29555	1209195809000
4031	29921	1184455299000
4031	45129	1185716141000
4031	46674	1265644976000
4031	47053	1195189382000
4031	47951	1147779957000
4031	52177	1234194384000
4031	60735	1212392908000
4031	61034	1192590055000
4031	65215	1157129812000
4031	71775	1239166280000
4031	94089	1200305607000
4089	16394	1179694934000
4089	47658	1186980296000
4089	56885	1177147730000
4089	73128	1176784754000
4089	93708	1174008565000
4089	93867	1176865217000
4109	36667	1187855025000
4109	60395	1165900420000
4135	17684	1286052277000
4135	27466	1286240664000
4135	32715	1285876398000
4135	58923	1286305846000
4135	71907	1286141845000
4135	72255	1286075570000
4135	107521	1286028973000
4154	5424	1160161005000
4154	32282	1167282667000
4154	50698	1215195586000
4154	68174	1214934739000
4154	75015	1169573539000
4154	92968	1214860252000
4188	69836	1281446280000
4237	19688	1282851247000
4237	24227	1282841482000
4237	32910	1282842157000
4237	35030	1282841920000
4237	104743	1282846887000
4324	12804	1219587519000
4324	15991	1170631559000
4324	60395	1173656786000
4324	73688	1201670920000
4324	98048	1199588067000
4363	37786	1158438313000
4363	46409	1191984393000
4488	67744	1227567418000
4488	73870	1178910792000
4488	88800	1167982617000
4488	91516	1191680191000
4549	38719	1221991792000
4549	47150	1200386168000
4681	11144	1151376406000
4681	80474	1146752335000
4681	98331	1178813410000
4681	104064	1182537099000
4717	15728	1171487010000
4717	29427	1171664046000
4742	40683	1212313925000
4742	68476	1155582303000
4742	97403	1193992699000
4762	34807	1207752873000
4762	87302	1203241741000
4762	92465	1195783274000
4762	97661	1175555040000
4795	13994	1203443941000
4828	11829	1164045697000
4828	43164	1158636616000
4911	5108	1236903583000
4911	12205	1156882752000
4911	26200	1180655419000
4911	28459	1231802887000
4911	36332	1168237831000
4911	38579	1153248974000
4911	39375	1171560615000
4911	39593	1167257713000
4911	40878	1154107217000
4911	48054	1164380447000
4911	50732	1156379717000
4911	51757	1162405965000
4911	53118	1161648520000
4911	54691	1201967259000
4911	58758	1155994108000
4911	59005	1157063280000
4911	61572	1219853976000
4911	64395	1161913227000
4911	70991	1196878666000
4911	74391	1182608699000
4911	78549	1181873149000
4911	80282	1229444589000
4911	83903	1212517227000
4911	85410	1175648577000
4911	87897	1153787170000
4911	88153	1161001337000
4911	93114	1192668188000
4911	105373	1163774313000
4977	32518	1193131476000
5024	7865	1269581854000
5024	9145	1234494060000
5024	9152	1249293064000
5024	15624	1253153903000
5024	20949	1240694339000
5024	29455	1286671386000
5024	29555	1225061651000
5024	44451	1278125320000
5024	47053	1232665391000
5024	47951	1222456255000
5024	49159	1245539156000
5024	65215	1214043704000
5024	71775	1253848333000
5024	79357	1247284227000
5024	105714	1287925095000
5046	21343	1254398751000
5046	25835	1220994517000
5046	28843	1223565699000
5046	40324	1220543974000
5046	44010	1223565136000
5046	45232	1254398618000
5046	53410	1254398789000
5046	54847	1223566023000
5046	62997	1254398799000
5046	65446	1254399282000
5046	74379	1220986976000
5046	83181	1254398808000
5046	87693	1223565461000
5046	90925	1253201478000
5046	92341	1254399069000
5046	96313	1220554035000
5046	102379	1254398694000
5075	52177	1253591099000
5075	79684	1185811370000
5075	100884	1255469957000
5108	4911	1250119999000
5108	28049	1244339475000
5108	54307	1229913982000
5108	54691	1239208677000
5108	68086	1223229287000
5108	70991	1233553966000
5108	86388	1260557457000
5108	108035	1213545305000
5186	44278	1146752335000
5186	50387	1160141527000
5186	61876	1146752335000
5186	66034	1156532901000
5251	17633	1213200880000
5251	34001	1146752335000
5251	92631	1146752335000
5266	2831	1249924507000
5266	67528	1199551427000
5266	100111	1236817175000
5323	16394	1186409156000
5323	29415	1185750761000
5323	34860	1190893398000
5323	35374	1192923368000
5323	57443	1190893327000
5323	61193	1209037000000
5424	1113	1163658382000
5424	4154	1160956774000
5424	9402	1187623238000
5424	23992	1205697143000
5424	50698	1194202592000
5424	53725	1174148747000
5424	92465	1167764348000
5424	96991	1162685059000
5424	97770	1166566647000
5424	101470	1159900247000
5478	36829	1285475680000
5478	58871	1287434585000
5478	61607	1263674223000
5478	87453	1220711507000
5584	372	1192769343000
5584	20462	1205062733000
5584	26183	1195867081000
5584	41072	1190921853000
5584	72718	1182264669000
5606	16553	1181169797000
5648	7122	1234190229000
5802	22245	1287110338000
5802	80270	1287142271000
5802	92476	1287104182000
5802	93917	1287142909000
5802	102562	1287437381000
5802	102589	1287110427000
5817	32542	1155218544000
5817	46409	1146752335000
5863	7506	1231619580000
5863	9016	1214030542000
5863	23523	1180701374000
5937	5947	1287668366000
5937	5959	1287668454000
5937	14138	1287668345000
5937	34600	1287668326000
5937	42872	1287668259000
5937	52394	1287668235000
5937	73941	1287667753000
5937	77133	1287668919000
5937	104999	1287668532000
5947	5937	1287668040000
5947	5959	1287671809000
5947	14138	1287668146000
5947	34600	1287668499000
5947	42872	1287668379000
5947	52394	1287668337000
5947	59180	1288104100000
5947	73941	1287667992000
5947	77133	1287669032000
5947	104999	1287671523000
5959	5937	1287668131000
5959	5947	1287668470000
5959	14138	1287668261000
5959	34600	1287668565000
5959	42872	1287668462000
5959	51351	1287671210000
5959	52394	1287668377000
5959	59180	1287672460000
5959	73941	1287667690000
5959	77133	1287669063000
5959	104999	1287671726000
6020	24404	1168830094000
6020	67794	1169045932000
6020	73317	1206533496000
6047	54505	1246012047000
6047	103005	1244545303000
6067	10376	1218948627000
6067	73623	1222138132000
6092	54505	1254293170000
6092	103005	1161543847000
6111	75232	1152117123000
6120	39674	1213093503000
6120	48330	1146752335000
6141	54208	1279884785000
6157	28206	1172456060000
6186	7396	1234259333000
6186	33925	1232112201000
6186	58181	1232112320000
6195	3957	1168433332000
6195	80559	1168456626000
6263	21862	1231186320000
6263	24208	1242157974000
6263	53147	1242830139000
6263	71322	1245433963000
6263	100456	1234727014000
6263	101084	1227561036000
6403	10235	1211873994000
6403	32981	1211972519000
6403	63774	1206690620000
6452	64607	1213616295000
6510	106971	1164045537000
6548	60654	1161110787000
6548	67528	1185014678000
6548	81484	1228981191000
6585	8691	1223981968000
6585	23135	1246607840000
6585	25738	1222632474000
6585	32738	1222554569000
6585	58346	1224951617000
6585	75749	1235059371000
6585	94211	1222627848000
6652	28459	1207102351000
6652	40562	1201892652000
6652	84365	1204923921000
6663	45129	1146752335000
6663	63696	1146752335000
6663	69602	1146752335000
6663	78389	1146752335000
6677	20214	1165949687000
6677	48586	1202445284000
6677	70307	1199416194000
6704	242	1223824279000
6704	82887	1183836292000
6704	89201	1146752335000
6796	28206	1249429467000
6796	30669	1252435286000
6796	31994	1244368667000
6796	44368	1257466914000
6796	81173	1244052950000
6796	100884	1243959880000
6862	39593	1201714596000
6862	54691	1207708809000
6862	104968	1200172312000
6888	1887	1287313507000
6888	6897	1287313442000
6888	61581	1287314053000
6888	77671	1287312921000
6888	91905	1287313871000
6888	94028	1287313565000
6897	1887	1287248834000
6897	6888	1287313875000
6897	61581	1287314063000
6897	77671	1287313002000
6897	91905	1287313895000
6897	94028	1287313587000
6919	32738	1232221479000
6934	48586	1190231314000
6934	56419	1212104651000
6934	61637	1190739795000
6934	70307	1183659700000
6934	92890	1191326142000
6995	44278	1165338814000
6995	77754	1204469075000
6995	98048	1200671307000
7050	13691	1217925084000
7050	58519	1215875443000
7066	8905	1204552024000
7066	12476	1206655017000
7066	96012	1186081320000
7066	103201	1204581099000
7081	79397	1207747436000
7105	3539	1157926065000
7105	50628	1154632878000
7105	107072	1166205690000
7122	5648	1249718380000
7122	9198	1253127082000
7122	83355	1213193668000
7175	8484	1220946303000
7175	62713	1236109711000
7175	77247	1225446312000
7212	28459	1284236468000
7268	105789	1166066706000
7275	41788	1207915052000
7290	38719	1262606674000
7328	20614	1200571602000
7328	32438	1149924747000
7328	47354	1163022071000
7328	82887	1231775283000
7379	32088	1279824957000
7379	61108	1279826056000
7379	69777	1279825466000
7379	71735	1279825644000
7379	74444	1279824263000
7379	80334	1279826043000
7379	89295	1279826619000
7379	97975	1279825414000
7396	6186	1234259353000
7396	33925	1233223892000
7396	58181	1233226446000
7461	22163	1174332636000
7461	35223	1152680574000
7461	37550	1146752335000
7461	41685	1249689584000
7461	71598	1192708529000
7461	93408	1167964139000
7461	94964	1146752335000
7461	95944	1165918800000
7506	5863	1228569288000
7506	9016	1177903628000
7506	23523	1177997567000
7558	30815	1160051055000
7558	49816	1166110095000
7706	81195	1155814719000
7740	32839	1187710129000
7779	12003	1151667941000
7779	17102	1179770261000
7779	41072	1261852792000
7779	95023	1157047233000
7843	29509	1236285170000
7865	5024	1278248498000
7865	10313	1276339870000
7865	29455	1279093112000
7865	55395	1281548338000
7865	65215	1269585565000
7865	71775	1274488140000
7924	62938	1215612415000
7924	66163	1198367684000
7948	74967	1242483465000
7978	32	1278591936000
7978	8095	1280592971000
7978	12837	1279874248000
7978	16998	1279781745000
8016	2831	1249924645000
8016	22005	1249320240000
8016	27706	1249320240000
8016	41470	1249320271000
8016	44987	1249320251000
8016	66428	1249320239000
8016	71831	1249320239000
8016	79744	1249320208000
8016	80502	1249320241000
8016	100111	1251022857000
8039	67528	1176917115000
8039	70613	1164229429000
8039	73128	1175149071000
8039	98013	1147905657000
8068	11166	1169232677000
8068	30548	1169243435000
8068	31749	1161959478000
8068	90145	1196284912000
8095	3203	1279562219000
8095	7978	1280290721000
8095	8291	1284125205000
8095	9411	1280116661000
8095	12837	1279874212000
8095	12847	1280501471000
8095	83734	1281990654000
8095	91172	1286855749000
8216	10567	1226937196000
8216	27166	1205924795000
8216	43978	1204609619000
8216	71312	1211608485000
8216	74019	1207395577000
8216	76529	1211532602000
8216	104003	1204925538000
8216	107171	1205955097000
8232	302	1160706452000
8232	28061	1156847477000
8232	45748	1216253339000
8291	3203	1281628673000
8291	8095	1282196460000
8291	83734	1279699596000
8291	91172	1282896972000
8315	19334	1287139871000
8315	26937	1287139345000
8315	32016	1287140157000
8315	48618	1287140265000
8315	83954	1287140186000
8336	3817	1203690986000
8336	75110	1148486547000
8351	8373	1185994483000
8351	29712	1186000078000
8373	8351	1185883525000
8373	69550	1203312731000
8386	64120	1196196141000
8408	74967	1178667345000
8445	36132	1209821194000
8445	42649	1235837579000
8445	52621	1209825519000
8445	69725	1235408404000
8445	81416	1209666333000
8445	95685	1279273400000
8445	98932	1209815198000
8452	11001	1261282791000
8452	95115	1259683568000
8484	7175	1242153979000
8484	20614	1208926970000
8484	30443	1192538627000
8554	63930	1164679928000
8567	62713	1220644380000
8612	20269	1165847163000
8612	28206	1179219905000
8612	32282	1146752335000
8612	50838	1146752335000
8612	82887	1194972872000
8622	61992	1196514602000
8622	82887	1196790350000
8622	101470	1146752335000
8622	106631	1164491953000
8670	32	1281443109000
8670	17633	1213200889000
8670	44460	1213597397000
8670	56171	1253551932000
8670	63207	1240467360000
8670	71312	1203242004000
8670	74019	1203011763000
8670	87302	1207090205000
8670	88927	1207012844000
8680	40917	1196798279000
8680	50917	1208743050000
8680	88800	1168486966000
8691	6585	1217548790000
8691	25738	1224053261000
8691	58346	1224951614000
8691	75749	1235059350000
8691	94211	1221302637000
8716	67148	1247446197000
8716	92871	1244047194000
8716	100111	1251022984000
8743	13129	1193681678000
8743	48429	1193682631000
8743	69950	1193682464000
8743	82006	1193682573000
8743	82979	1193682658000
8743	84382	1202760389000
8743	88706	1193753257000
8743	90070	1189538792000
8743	97458	1203892773000
8743	101331	1193683148000
8743	103644	1187719492000
8775	9766	1244045077000
8775	10289	1232201721000
8775	15092	1240313545000
8775	17659	1232777798000
8775	27910	1226713107000
8775	28870	1219622471000
8775	29415	1207035338000
8775	34047	1245758979000
8775	41183	1215303715000
8775	88241	1263830294000
8775	91998	1218140415000
8775	100111	1221303374000
8775	100957	1248133718000
8794	28550	1276615901000
8794	34652	1276128671000
8794	73580	1276522704000
8794	92383	1276693422000
8883	61910	1281566419000
8883	70838	1281566416000
8905	7066	1204555774000
8905	98444	1204078591000
8905	103201	1207787629000
8953	12751	1171106999000
8953	55976	1165918665000
8953	58519	1166029581000
8953	70991	1171107818000
8953	81511	1171099428000
8953	89454	1173514579000
8953	104605	1171123603000
8974	19433	1185989138000
8974	49363	1186061114000
8974	51017	1186017144000
8974	60465	1201077514000
8974	64801	1186071264000
8974	76734	1186024690000
8974	84115	1186057055000
8997	49363	1186179296000
8997	51017	1166112638000
8997	55976	1186403829000
8997	60465	1186197520000
8997	62070	1186282968000
8997	64801	1186211900000
8997	72924	1212374267000
9016	5863	1228567618000
9016	7506	1177912445000
9016	23523	1177997587000
9054	51444	1161112504000
9054	55995	1195379946000
9054	74793	1179214365000
9054	74967	1163444066000
9054	78854	1186392595000
9054	80298	1163965554000
9054	97497	1186392746000
9054	103307	1149178956000
9054	106971	1202988243000
9106	13936	1217021301000
9106	39375	1228222384000
9106	49104	1185634455000
9106	49896	1209073540000
9106	50012	1204659670000
9106	69717	1168881058000
9106	70991	1164319431000
9106	73653	1174914197000
9106	78341	1168014702000
9106	85556	1174236558000
9106	95033	1158848201000
9145	57	1214497952000
9145	1263	1284706755000
9145	4031	1211957338000
9145	5024	1241053145000
9145	9152	1262879932000
9145	10313	1280574084000
9145	22526	1283988634000
9145	26642	1274178488000
9145	29455	1188293401000
9145	29555	1242352800000
9145	41461	1281041345000
9145	44451	1263362049000
9145	49159	1233497773000
9145	51985	1253018939000
9145	63896	1255923008000
9145	75391	1222529513000
9145	94089	1248272219000
9145	96249	1281333269000
9145	105714	1259031100000
9152	57	1265654762000
9152	5024	1278215222000
9152	9145	1262185610000
9152	29455	1281154791000
9152	65215	1274195621000
9167	63762	1146752335000
9167	69602	1152447851000
9167	102420	1156082936000
9198	7122	1245120867000
9307	1455	1258552402000
9307	3646	1254291747000
9402	5424	1207481054000
9402	27541	1194460808000
9402	50415	1187700305000
9402	78607	1209524022000
9411	3203	1278489717000
9411	8095	1279596365000
9411	12837	1278732393000
9411	16998	1279261064000
9440	101038	1201311189000
9469	26305	1202304787000
9469	29888	1146752335000
9469	71822	1165937506000
